Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Rafa Mir,ESP,"FW,MF",28,Elche,La Liga,0.36,0.05,0.41,0.36,0.00,0.05,0.15,0.00,0.39,0.35,0.04,0.39,1.23,3.17,5.11,Shooting,Per 90,3.42,1.53,44.8%,0.10,0.23,17.20,0.15,0.10,-0.03,+0.01,Passing,19.63,25.14,78.0%,284.72,52.90,11.40,13.54,84.2%,6.08,7.46,81.5%,1.23,1.99,61.5%,0.07,0.46,1.53,0.51,0.05,Pass Types,24.53,0.51,0.05,0.00,0.15,0.92,0.15,0.00,0.00,0.00,0.00,0.10,0.46,Goal and Shot Creation,1.84,1.38,0.00,0.10,0.31,0.05,0.00,0.31,0.15,0.00,0.05,0.05,0.05,0.00,Defense,0.77,0.36,0.41,0.36,0.00,0.36,0.87,41.2%,0.51,0.51,0.05,0.51,1.28,0.97,0.05,Possession,35.47,0.92,4.50,15.43,15.84,3.58,35.42,1.38,0.36,25.9%,0.97,70.4%,19.68,87.96,35.67,0.97,0.51,1.69,1.23,27.55,Miscellaneous Stats,0.00,2.10,0.87,0.31,0.00,0.00,0.00,2.30,1.07,1.94,35.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johan Mojica,COL,DF,33,Mallorca,La Liga,0.00,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0.02,0.02,0.14,0.16,2.38,4.20,4.40,Shooting,Per 90,0.75,0.13,17.4%,0.00,0.00,26.40,0.16,0.03,-0.02,-0.02,Passing,43.05,57.54,74.8%,755.26,333.79,20.94,23.90,87.6%,17.16,21.39,80.2%,4.40,9.41,46.7%,0.15,1.27,3.91,1.66,1.04,Pass Types,45.13,12.15,1.30,0.10,0.33,4.85,10.81,0.03,0.00,0.03,0.00,0.26,0.55,Goal and Shot Creation,2.74,1.99,0.39,0.20,0.07,0.10,0.00,0.23,0.16,0.07,0.00,0.00,0.00,0.00,Defense,1.66,0.98,1.24,0.42,0.00,0.94,1.63,58.0%,0.68,0.72,0.16,0.55,2.21,3.13,0.10,Possession,69.26,3.61,21.46,29.99,18.53,0.68,69.26,2.51,0.85,33.8%,1.47,58.4%,35.82,169.48,74.76,1.89,0.23,1.79,1.07,38.68,Miscellaneous Stats,0.00,0.81,0.98,0.07,0.03,0.00,0.00,6.28,0.46,0.62,42.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Moleiro,ESP,"MF,FW",22,Villarreal,La Liga,0.32,0.13,0.45,0.32,0.00,0.00,0.16,0.00,0.21,0.21,0.19,0.40,3.15,3.48,5.09,Shooting,Per 90,2.06,0.80,39.1%,0.16,0.40,18.90,0.00,0.11,+0.11,+0.11,Passing,23.95,31.19,76.8%,352.18,100.78,14.42,16.93,85.2%,7.50,9.69,77.4%,1.22,2.51,48.7%,0.15,1.45,2.64,0.74,0.19,Pass Types,29.58,1.48,0.45,0.45,0.13,1.35,0.32,0.42,0.16,0.13,0.00,0.13,0.68,Goal and Shot Creation,3.28,2.38,0.29,0.32,0.19,0.10,0.00,0.23,0.16,0.00,0.03,0.03,0.00,0.00,Defense,0.68,0.35,0.19,0.35,0.13,0.39,1.71,22.6%,1.32,0.77,0.10,0.55,1.22,0.35,0.03,Possession,42.39,0.32,4.57,20.28,18.38,3.32,42.39,3.67,1.64,44.7%,1.77,48.2%,27.49,169.44,94.15,1.87,0.93,2.64,1.19,31.67,Miscellaneous Stats,0.00,1.19,1.22,0.13,0.00,0.00,0.00,4.06,0.19,0.80,19.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nahuel Molina,ARG,DF,27,Atlético Madrid,La Liga,0.00,0.05,0.05,0.00,0.00,0.00,0.15,0.00,0.02,0.02,0.08,0.10,1.78,3.80,4.49,Shooting,Per 90,0.39,0.05,12.5%,0.00,0.00,20.80,0.00,0.05,-0.02,-0.02,Passing,52.18,65.39,79.8%,805.91,282.13,28.50,31.36,90.9%,18.84,23.23,81.1%,3.25,7.05,46.2%,0.08,0.69,3.11,0.99,0.35,Pass Types,55.63,9.52,0.84,0.05,0.30,2.32,8.68,0.00,0.00,0.00,0.00,0.25,0.74,Goal and Shot Creation,2.12,1.87,0.10,0.05,0.05,0.00,0.05,0.25,0.20,0.00,0.00,0.05,0.00,0.00,Defense,2.42,1.13,1.18,1.08,0.15,1.48,2.81,52.6%,1.33,0.99,0.25,0.84,3.25,3.25,0.10,Possession,75.16,3.50,24.71,33.83,16.77,1.28,75.16,1.38,0.59,42.9%,0.74,53.6%,41.13,177.88,103.41,1.43,0.20,1.08,0.20,47.19,Miscellaneous Stats,0.00,0.79,0.44,0.30,0.00,0.00,0.00,4.59,0.44,0.84,34.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Moncayola,ESP,"MF,DF",27,Osasuna,La Liga,0.00,0.07,0.07,0.00,0.00,0.00,0.27,0.00,0.07,0.07,0.13,0.20,1.11,5.25,2.39,Shooting,Per 90,0.81,0.30,37.5%,0.00,0.00,18.90,0.03,0.08,-0.07,-0.07,Passing,38.07,50.82,74.9%,678.40,242.59,17.83,20.52,86.9%,14.83,18.43,80.5%,4.51,8.98,50.2%,0.15,1.18,4.14,1.21,0.50,Pass Types,45.17,5.45,1.51,0.10,0.37,4.27,2.52,0.94,0.37,0.47,0.00,0.20,1.14,Goal and Shot Creation,2.39,1.82,0.44,0.00,0.07,0.00,0.07,0.24,0.20,0.03,0.00,0.00,0.00,0.00,Defense,2.12,1.28,1.35,0.57,0.20,1.24,2.59,48.1%,1.35,1.31,0.17,0.57,2.69,1.41,0.00,Possession,59.53,1.85,12.51,31.35,16.14,0.94,59.53,0.61,0.24,38.9%,0.27,44.4%,30.77,121.65,61.65,1.14,0.20,1.08,0.34,37.10,Miscellaneous Stats,0.00,1.28,0.40,0.00,0.00,0.00,0.00,4.44,0.67,0.64,51.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álex Moreno,ESP,DF,32,Girona,La Liga,0.00,0.10,0.10,0.00,0.00,0.00,0.10,0.00,0.08,0.08,0.08,0.16,3.56,3.77,4.70,Shooting,Per 90,0.57,0.16,27.3%,0.00,0.00,17.70,0.00,0.14,-0.08,-0.08,Passing,35.60,44.64,79.7%,554.72,186.66,18.55,20.36,91.1%,14.62,18.08,80.9%,1.39,3.36,41.5%,0.08,0.62,2.12,0.78,0.16,Pass Types,35.60,8.83,1.24,0.10,0.10,2.07,7.54,0.05,0.00,0.00,0.00,0.21,0.36,Goal and Shot Creation,1.60,1.09,0.16,0.16,0.16,0.05,0.00,0.21,0.10,0.05,0.00,0.05,0.00,0.00,Defense,1.14,0.67,0.78,0.31,0.05,0.52,1.60,32.3%,1.09,0.78,0.41,0.98,2.12,4.55,0.05,Possession,56.11,4.96,20.30,21.23,15.29,1.29,56.11,2.22,0.98,44.2%,1.19,53.5%,27.74,185.84,107.05,1.76,0.67,1.50,0.36,30.28,Miscellaneous Stats,0.00,0.98,0.47,0.26,0.00,0.05,0.00,3.36,0.88,0.62,58.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerard Moreno,ESP,FW,33,Villarreal,La Liga,0.61,0.10,0.72,0.41,0.20,0.20,0.00,0.00,0.39,0.23,0.38,0.60,3.27,7.06,6.44,Shooting,Per 90,2.15,0.82,38.1%,0.19,0.50,16.50,0.00,0.11,+0.23,+0.18,Passing,31.09,40.50,76.8%,549.10,162.82,16.47,19.33,85.2%,10.13,13.19,76.7%,4.19,5.42,77.4%,0.31,2.45,4.30,2.15,0.10,Pass Types,38.45,1.64,0.41,0.72,0.61,1.23,0.20,0.00,0.00,0.00,0.00,0.41,0.51,Goal and Shot Creation,4.50,3.78,0.00,0.31,0.10,0.31,0.00,0.51,0.20,0.00,0.10,0.00,0.20,0.00,Defense,0.92,0.31,0.31,0.61,0.00,0.31,1.53,20.0%,1.23,0.61,0.10,0.31,1.23,1.13,0.00,Possession,52.06,1.13,4.91,24.34,23.83,5.42,51.85,4.09,2.45,60.0%,1.53,37.5%,32.22,189.10,94.50,2.45,0.82,2.45,0.72,40.50,Miscellaneous Stats,0.00,0.92,1.02,0.20,0.20,0.00,0.00,3.89,1.64,1.02,61.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Moreno,ARG,DF,22,Levante,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.03,0.03,0.01,0.04,1.05,2.36,0.09,Shooting,Per 90,0.35,0.00,0.0%,0.00,,16.10,0.00,0.11,-0.03,-0.03,Passing,31.25,37.01,84.4%,611.32,208.98,10.04,11.00,91.3%,17.98,19.73,91.2%,2.88,5.15,55.9%,0.02,0.17,1.83,0.17,0.00,Pass Types,35.09,1.66,0.96,0.00,0.09,0.09,0.26,0.00,0.00,0.00,0.00,0.26,0.79,Goal and Shot Creation,0.52,0.44,0.00,0.00,0.09,0.00,0.00,0.09,0.00,0.00,0.00,0.09,0.00,0.00,Defense,1.57,1.22,1.05,0.52,0.00,1.05,1.22,85.7%,0.17,1.75,0.96,1.57,3.14,5.85,0.00,Possession,49.93,8.29,26.45,21.47,2.62,0.96,49.93,0.70,0.35,50.0%,0.17,25.0%,26.54,156.52,93.75,0.44,0.00,0.35,0.17,29.16,Miscellaneous Stats,0.00,0.87,0.44,0.17,0.00,0.00,0.00,2.44,1.83,1.66,52.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateu Morey,ESP,DF,25,Mallorca,La Liga,0.10,0.00,0.10,0.10,0.00,0.00,0.20,0.00,0.07,0.07,0.04,0.12,1.27,2.64,3.90,Shooting,Per 90,0.68,0.20,28.6%,0.14,0.50,18.40,0.00,0.10,+0.03,+0.03,Passing,30.75,40.02,76.8%,522.43,158.23,13.96,15.23,91.7%,14.74,17.67,83.4%,1.85,4.98,37.3%,0.04,0.68,2.25,0.59,0.29,Pass Types,34.07,5.66,0.29,0.10,0.10,1.27,5.37,0.00,0.00,0.00,0.00,0.29,1.17,Goal and Shot Creation,1.76,1.46,0.00,0.10,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.73,1.85,1.66,0.68,0.39,1.37,2.64,51.9%,1.27,1.17,0.00,1.27,4.00,3.51,0.20,Possession,53.39,4.10,18.64,22.55,12.59,0.88,53.39,1.76,0.98,55.6%,0.59,33.3%,26.65,124.16,58.08,0.78,0.20,1.37,0.88,28.70,Miscellaneous Stats,0.00,1.76,1.27,0.10,0.00,0.00,0.00,4.49,0.68,1.46,31.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilaix Moriba,GUI,MF,22,Celta Vigo,La Liga,0.03,0.07,0.10,0.03,0.00,0.00,0.30,0.00,0.09,0.09,0.06,0.15,0.97,4.30,2.75,Shooting,Per 90,1.18,0.40,34.3%,0.03,0.08,22.60,0.00,0.07,-0.05,-0.05,Passing,31.84,37.48,84.9%,506.72,118.21,15.78,17.53,90.0%,13.00,14.44,90.0%,2.01,3.09,65.2%,0.07,0.67,2.92,0.71,0.00,Pass Types,36.10,1.11,0.74,0.24,0.30,0.07,0.20,0.03,0.00,0.00,0.00,0.27,1.11,Goal and Shot Creation,1.95,1.38,0.03,0.07,0.24,0.10,0.13,0.34,0.24,0.00,0.00,0.07,0.03,0.00,Defense,3.29,1.58,1.38,1.31,0.60,1.38,2.18,63.1%,0.81,1.28,0.17,0.81,4.10,1.24,0.17,Possession,50.34,1.91,9.81,28.04,13.10,1.51,50.34,1.48,0.40,27.3%,0.84,56.8%,27.54,119.35,50.68,1.14,0.24,2.01,0.87,34.96,Miscellaneous Stats,0.00,1.31,2.05,0.07,0.03,0.00,0.00,4.06,0.94,1.24,43.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manu Morlanes,ESP,MF,26,Mallorca,La Liga,0.08,0.00,0.08,0.08,0.00,0.00,0.38,0.08,0.06,0.06,0.04,0.10,0.98,5.68,1.97,Shooting,Per 90,0.45,0.15,33.3%,0.17,0.50,15.90,0.00,0.13,+0.02,+0.02,Passing,41.71,47.23,88.3%,690.10,216.33,20.74,22.33,92.9%,17.94,19.91,90.1%,2.50,3.48,71.7%,0.07,0.98,5.30,0.83,0.08,Pass Types,45.26,1.59,0.98,0.15,0.23,0.23,0.45,0.00,0.00,0.00,0.00,0.38,0.68,Goal and Shot Creation,2.42,2.27,0.08,0.00,0.00,0.08,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Defense,3.33,1.74,1.29,1.67,0.38,0.98,2.35,41.9%,1.36,0.83,0.15,0.91,4.24,1.14,0.00,Possession,55.94,2.73,12.19,34.52,10.37,0.98,55.94,0.68,0.45,66.7%,0.23,33.3%,29.82,155.40,80.84,1.74,0.23,0.76,0.53,35.58,Miscellaneous Stats,0.08,1.21,0.76,0.00,0.00,0.00,0.00,5.75,0.76,0.53,58.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Mouriño,URU,DF,23,Villarreal,La Liga,0.00,0.07,0.07,0.00,0.00,0.00,0.46,0.03,0.04,0.04,0.02,0.06,0.90,3.05,0.23,Shooting,Per 90,0.60,0.03,5.6%,0.00,0.00,17.20,0.00,0.07,-0.04,-0.04,Passing,37.16,45.08,82.4%,626.35,241.26,17.64,19.26,91.6%,16.51,19.62,84.1%,2.49,4.77,52.1%,0.03,0.27,3.25,0.23,0.03,Pass Types,37.99,6.99,1.79,0.13,0.36,0.30,5.20,0.00,0.00,0.00,0.00,0.10,0.99,Goal and Shot Creation,0.86,0.66,0.03,0.00,0.00,0.13,0.03,0.13,0.10,0.00,0.00,0.00,0.03,0.00,Defense,3.38,2.19,2.09,1.16,0.13,2.15,3.55,60.7%,1.39,1.59,0.60,1.26,4.64,5.44,0.07,Possession,58.51,5.11,24.99,28.18,6.10,0.80,58.51,0.66,0.33,50.0%,0.23,35.0%,27.78,141.98,80.42,0.96,0.20,0.70,0.43,29.34,Miscellaneous Stats,0.03,1.86,1.29,0.03,0.03,0.00,0.00,5.14,1.66,0.99,62.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aihen Muñoz,ESP,DF,28,Real Sociedad,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.06,0.02,0.02,0.02,0.04,1.65,2.68,2.74,Shooting,Per 90,0.49,0.00,0.0%,0.00,,26.10,0.00,0.04,-0.02,-0.02,Passing,34.09,46.52,73.3%,539.57,202.13,18.66,19.94,93.6%,12.56,16.95,74.1%,2.20,7.01,31.3%,0.03,0.37,2.99,0.30,0.18,Pass Types,37.56,8.60,0.24,0.06,0.12,2.38,8.35,0.00,0.00,0.00,0.00,0.37,0.55,Goal and Shot Creation,0.91,0.67,0.06,0.00,0.12,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.80,1.46,1.28,1.04,0.49,1.83,3.11,58.8%,1.28,0.91,0.37,0.61,3.41,3.72,0.00,Possession,58.66,3.29,19.02,25.91,13.96,0.43,58.66,1.16,0.49,42.1%,0.61,52.6%,27.56,102.74,50.79,1.10,0.18,1.16,0.24,32.07,Miscellaneous Stats,0.06,1.22,0.85,0.00,0.00,0.06,0.00,3.29,1.34,1.16,53.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iker Muñoz,ESP,MF,23,Osasuna,La Liga,0.00,0.13,0.13,0.00,0.00,0.00,0.51,0.00,0.06,0.06,0.13,0.18,0.89,4.18,1.65,Shooting,Per 90,1.27,0.13,10.0%,0.00,0.00,19.50,0.00,0.05,-0.06,-0.06,Passing,37.22,44.30,84.0%,615.95,177.34,18.10,19.87,91.1%,15.32,17.72,86.4%,2.66,4.05,65.6%,0.09,0.76,4.43,0.76,0.25,Pass Types,43.42,0.76,0.63,0.25,0.00,0.76,0.13,0.00,0.00,0.00,0.00,0.13,0.51,Goal and Shot Creation,2.15,1.52,0.00,0.13,0.25,0.25,0.00,0.25,0.13,0.00,0.00,0.13,0.00,0.00,Defense,1.14,0.63,0.51,0.63,0.00,0.63,1.77,35.7%,1.14,0.89,0.38,0.63,1.77,1.90,0.00,Possession,53.67,2.15,7.85,34.94,11.14,0.76,53.67,0.76,0.38,50.0%,0.38,50.0%,27.34,107.72,51.52,0.63,0.00,0.76,0.63,34.68,Miscellaneous Stats,0.00,2.28,1.90,0.00,0.00,0.00,0.00,4.30,1.27,1.77,41.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier Muñoz,ESP,"MF,FW",30,Getafe,La Liga,0.05,0.05,0.10,0.05,0.00,0.00,0.20,0.00,0.05,0.05,0.06,0.11,1.31,3.48,3.74,Shooting,Per 90,1.26,0.35,28.0%,0.04,0.14,24.00,0.00,0.04,0.00,0.00,Passing,27.76,36.90,75.2%,485.79,142.70,13.68,15.75,86.9%,10.25,13.12,78.1%,3.13,5.60,55.9%,0.07,0.96,3.79,1.16,0.50,Pass Types,34.12,2.57,0.56,0.05,0.66,2.12,1.36,0.20,0.00,0.05,0.05,0.20,0.66,Goal and Shot Creation,2.22,1.62,0.15,0.20,0.00,0.15,0.10,0.20,0.15,0.05,0.00,0.00,0.00,0.00,Defense,1.26,0.96,0.45,0.61,0.20,0.45,1.41,32.1%,0.96,0.81,0.15,0.86,2.12,1.16,0.05,Possession,45.33,1.26,7.82,24.38,13.73,1.31,45.33,1.31,0.81,61.5%,0.45,34.6%,21.65,117.26,51.23,0.86,0.35,1.36,0.71,29.23,Miscellaneous Stats,0.00,1.01,0.81,0.00,0.00,0.00,0.00,3.99,0.71,0.91,43.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Víctor Muñoz,ESP,"FW,MF",22,Osasuna,La Liga,0.13,0.06,0.19,0.13,0.00,0.00,0.13,0.00,0.16,0.16,0.07,0.23,4.23,0.76,7.13,Shooting,Per 90,2.21,0.82,37.1%,0.06,0.15,18.70,0.00,0.07,-0.03,-0.03,Passing,17.03,23.65,72.0%,216.90,36.58,11.67,13.18,88.5%,4.29,6.62,64.8%,0.44,1.64,26.9%,0.09,0.76,0.44,0.76,0.44,Pass Types,22.71,0.76,0.00,0.06,0.00,3.34,0.13,0.00,0.00,0.00,0.00,0.19,0.63,Goal and Shot Creation,2.14,1.20,0.06,0.57,0.13,0.19,0.00,0.25,0.19,0.06,0.00,0.00,0.00,0.00,Defense,0.82,0.57,0.38,0.25,0.19,0.25,1.07,23.5%,0.82,0.63,0.00,0.25,1.07,0.95,0.00,Possession,38.03,0.57,4.16,14.44,20.81,3.66,38.03,6.31,2.21,35.0%,3.47,55.0%,26.55,229.89,115.42,2.90,1.96,2.84,2.33,28.00,Miscellaneous Stats,0.00,1.07,1.64,0.06,0.00,0.00,0.00,3.28,0.32,1.14,21.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vedat Muriqi,KVX,FW,31,Mallorca,La Liga,0.52,0.00,0.52,0.33,0.19,0.22,0.04,0.04,0.46,0.28,0.06,0.34,0.97,1.00,4.20,Shooting,Per 90,2.53,1.00,39.7%,0.13,0.33,14.40,0.00,0.11,+0.06,+0.05,Passing,13.19,20.73,63.6%,192.19,30.58,7.99,11.33,70.5%,3.86,6.24,61.9%,0.82,1.19,68.8%,0.05,0.74,1.04,0.26,0.04,Pass Types,20.29,0.33,0.04,0.07,0.04,0.11,0.00,0.00,0.00,0.00,0.00,0.11,0.30,Goal and Shot Creation,1.34,0.78,0.00,0.15,0.22,0.15,0.04,0.15,0.04,0.00,0.04,0.00,0.07,0.00,Defense,0.30,0.26,0.11,0.11,0.07,0.19,0.41,45.5%,0.22,0.37,0.07,0.15,0.45,2.04,0.00,Possession,32.77,2.19,3.53,16.91,12.75,4.83,32.55,1.30,0.56,42.9%,0.56,42.9%,15.90,63.32,20.47,0.59,0.48,2.90,1.30,24.64,Miscellaneous Stats,0.00,0.97,2.08,0.71,0.07,0.00,0.04,2.23,4.94,3.68,57.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natan,BRA,DF,24,Betis,La Liga,0.03,0.05,0.08,0.03,0.00,0.00,0.21,0.00,0.01,0.01,0.01,0.02,0.27,1.79,0.13,Shooting,Per 90,0.35,0.13,38.5%,0.08,0.20,18.30,0.00,0.04,+0.01,+0.01,Passing,43.18,48.95,88.2%,797.01,253.33,16.09,16.86,95.4%,23.06,25.25,91.3%,3.53,6.07,58.1%,0.01,0.24,2.00,0.03,0.00,Pass Types,46.23,2.65,1.55,0.03,0.40,0.05,0.32,0.00,0.00,0.00,0.00,0.08,0.37,Goal and Shot Creation,0.48,0.40,0.00,0.00,0.00,0.03,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.03,Defense,1.15,0.69,0.75,0.32,0.08,0.75,1.12,66.7%,0.37,0.96,0.59,1.04,2.19,6.57,0.08,Possession,60.47,8.60,34.18,24.96,1.63,0.59,60.47,0.16,0.11,66.7%,0.05,33.3%,35.91,180.03,95.08,0.19,0.00,0.61,0.21,38.27,Miscellaneous Stats,0.00,0.64,0.53,0.00,0.00,0.00,0.00,3.21,2.49,1.68,59.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pau Navarro,ESP,DF,20,Villarreal,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.01,0.01,0.02,0.04,0.57,4.10,0.35,Shooting,Per 90,0.21,0.07,33.3%,0.00,0.00,21.60,0.00,0.06,-0.01,-0.01,Passing,49.63,56.49,87.9%,829.65,291.56,21.92,23.33,93.9%,24.67,26.65,92.6%,2.33,4.67,50.0%,0.02,0.21,4.17,0.14,0.07,Pass Types,48.64,7.71,1.70,0.00,0.14,0.21,6.01,0.00,0.00,0.00,0.00,0.14,0.71,Goal and Shot Creation,0.57,0.42,0.07,0.00,0.00,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Defense,3.25,1.98,1.84,0.99,0.42,2.40,4.52,53.1%,2.12,1.41,0.71,0.57,3.82,3.96,0.07,Possession,67.23,5.16,27.78,33.58,6.29,0.14,67.23,0.64,0.42,66.7%,0.21,33.3%,33.02,112.62,58.82,0.21,0.07,0.64,0.35,40.23,Miscellaneous Stats,0.00,1.63,0.85,0.07,0.00,0.00,0.00,3.75,1.27,1.56,45.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Navarro,ESP,"FW,MF",23,Athletic Club,La Liga,0.28,0.07,0.35,0.28,0.00,0.00,0.14,0.00,0.31,0.31,0.15,0.46,3.20,3.20,6.88,Shooting,Per 90,1.74,0.63,36.0%,0.16,0.44,14.80,0.00,0.18,-0.03,-0.03,Passing,25.23,33.50,75.3%,360.14,101.05,16.05,18.83,85.2%,7.44,10.42,71.3%,1.04,2.36,44.1%,0.13,1.39,2.15,1.60,0.35,Pass Types,31.83,1.67,0.42,0.35,0.00,3.34,0.63,0.63,0.21,0.28,0.00,0.00,1.04,Goal and Shot Creation,3.68,2.64,0.28,0.35,0.28,0.07,0.07,0.28,0.28,0.00,0.00,0.00,0.00,0.00,Defense,1.39,1.11,0.56,0.70,0.14,0.56,0.90,61.5%,0.35,1.11,0.07,1.11,2.50,0.83,0.00,Possession,48.72,1.39,5.49,20.99,23.28,3.75,48.72,5.00,1.88,37.5%,2.29,45.8%,31.07,186.53,92.99,3.13,1.32,3.13,2.02,33.71,Miscellaneous Stats,0.00,1.74,1.18,0.21,0.00,0.00,0.00,4.45,0.42,1.74,19.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martim Neto,POR,MF,22,Elche,La Liga,0.21,0.32,0.53,0.21,0.00,0.00,0.11,0.00,0.10,0.10,0.18,0.28,2.76,5.41,2.97,Shooting,Per 90,1.27,0.42,33.3%,0.17,0.50,21.30,0.00,0.07,+0.12,+0.12,Passing,39.22,44.84,87.5%,573.60,150.21,23.11,24.28,95.2%,12.19,13.57,89.8%,1.80,3.18,56.7%,0.12,1.48,4.13,0.85,0.21,Pass Types,42.93,1.80,0.64,0.00,0.32,1.59,0.11,0.95,0.53,0.11,0.00,0.11,0.74,Goal and Shot Creation,3.07,2.23,0.21,0.42,0.11,0.00,0.11,0.53,0.42,0.00,0.11,0.00,0.00,0.00,Defense,1.27,0.74,0.64,0.53,0.11,0.32,1.48,21.4%,1.17,0.85,0.11,0.11,1.38,0.95,0.00,Possession,55.12,1.59,10.28,24.91,20.99,2.23,55.12,2.97,1.80,60.7%,0.85,28.6%,34.56,207.67,107.60,1.91,0.53,2.12,1.27,40.28,Miscellaneous Stats,0.00,1.48,0.53,0.00,0.00,0.00,0.00,4.88,0.32,0.64,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
